cell_id,result_path,task,config,rep,model,thinking_level,language,category,reward_binary,reward_partial,total_tokens,turns,tool_calls,agent_wall_s,agent_exit,agent_timed_out,agent_resource_exhausted,verifier_exit,patch_bytes,session_count,session_path,session_bytes,identity_mismatches,has_model_patch,has_verifier_directory,has_verifier_reward,has_verifier_ctrf,has_verifier_log,resource_policy_present,primary_disposition
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/updo-policy-alerting/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/updo-policy-alerting/rep0/result.json,updo-policy-alerting,baseline-preamble-orchestration,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,go,feature_request,0,0.8857142857142857,102432,11,19,1558.8,0,False,,0,8155,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/updo-policy-alerting/rep0/session/2026-06-26T21-19-50-317Z_019f05cd-a22d-763d-af2e-42689664493e.jsonl,96518,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/valibot-recursive-schema-composition/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/valibot-recursive-schema-composition/rep0/result.json,valibot-recursive-schema-composition,baseline-preamble-orchestration,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,typescript,feature_request,0,0.9771689497716894,22635721,183,204,4311.2,0,False,,0,38831,2,,0,,True,True,True,True,True,False,ambiguous_multiple_sessions
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/vitest-duration-sharding/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/vitest-duration-sharding/rep0/result.json,vitest-duration-sharding,baseline-preamble-orchestration,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,typescript,feature_request,0,0.975,7617475,117,124,2744.1,0,False,,0,40469,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/vitest-duration-sharding/rep0/session/2026-06-28T22-22-10-589Z_019f1053-6c9d-7727-9c12-418a55444bff.jsonl,548324,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/vulture-persistent-analysis-cache/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/vulture-persistent-analysis-cache/rep0/result.json,vulture-persistent-analysis-cache,baseline-preamble-orchestration,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,python,feature_request,0,0.9843260188087775,7890619,140,148,3109.0,0,False,,0,34336,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/vulture-persistent-analysis-cache/rep0/session/2026-06-28T23-08-17-160Z_019f107d-a388-7287-b4d9-e32bfad9e383.jsonl,529987,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/wasmi-trap-coredumps/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/wasmi-trap-coredumps/rep0/result.json,wasmi-trap-coredumps,baseline-preamble-orchestration,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,rust,feature_request,0,0.7625,13548201,137,141,4701.7,0,False,,0,33244,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/wasmi-trap-coredumps/rep0/session/2026-06-27T06-04-50-525Z_019f07ae-49dd-76ee-9352-e89d9eac2795.jsonl,719517,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/wazero-multi-module-snapshots/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/wazero-multi-module-snapshots/rep0/result.json,wazero-multi-module-snapshots,baseline-preamble-orchestration,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,go,feature_request,0,0.875,3478581,79,88,5104.3,0,False,,0,38701,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/wazero-multi-module-snapshots/rep0/session/2026-06-27T04-39-39-749Z_019f0760-4de5-730a-a639-111947210ea5.jsonl,338054,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/yaegi-go-embed-directives/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/yaegi-go-embed-directives/rep0/result.json,yaegi-go-embed-directives,baseline-preamble-orchestration,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,go,feature_request,0,0.71875,15059493,187,206,4002.8,0,False,,0,24298,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/yaegi-go-embed-directives/rep0/session/2026-06-28T23-35-31-192Z_019f1096-9278-7c3e-9b2a-b789532c4c0b.jsonl,599381,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/yjs-map-conflict-detection/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/yjs-map-conflict-detection/rep0/result.json,yjs-map-conflict-detection,baseline-preamble-orchestration,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,javascript,feature_request,0,0.9875,24115936,194,202,4119.8,0,False,,0,40967,2,,0,,True,True,True,True,True,False,ambiguous_multiple_sessions
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/ytt-jsonpath-query-api/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/ytt-jsonpath-query-api/rep0/result.json,ytt-jsonpath-query-api,baseline-preamble-orchestration,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,go,feature_request,0,0.375,445143,32,43,3163.9,0,False,,0,29619,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-preamble-orchestration/ytt-jsonpath-query-api/rep0/session/2026-06-29T00-00-10-960Z_019f10ad-26cf-78a9-b135-abf1ddb3302f.jsonl,115491,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/adaptix-name-mapping-aliases/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/adaptix-name-mapping-aliases/rep0/result.json,adaptix-name-mapping-aliases,baseline-qwen36-27b,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,python,feature_request,0,0.9985621854780733,13364365,161,169,1818.1,0,False,,0,45162,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/adaptix-name-mapping-aliases/rep0/session/2026-07-10T06-22-11-769Z_019f4ab0-d939-79cf-84ed-85d09cef48d3.jsonl,782063,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/adaptix-name-mapping-aliases/rep1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/adaptix-name-mapping-aliases/rep1/result.json,adaptix-name-mapping-aliases,baseline-qwen36-27b,1,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,python,feature_request,0,0.9971243709561467,13758969,156,166,1786.7,0,False,,0,29242,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/adaptix-name-mapping-aliases/rep1/session/2026-07-10T06-52-45-273Z_019f4acc-d359-7706-89aa-5374b6a33125.jsonl,711904,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/adaptix-name-mapping-aliases/rep2,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/adaptix-name-mapping-aliases/rep2/result.json,adaptix-name-mapping-aliases,baseline-qwen36-27b,2,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,python,feature_request,0,0.9974838245866283,9075908,125,136,1507.2,0,False,,0,39949,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/adaptix-name-mapping-aliases/rep2/session/2026-07-10T06-59-22-413Z_019f4ad2-e2ad-723e-a577-84353aa2826b.jsonl,657993,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/claude-code-by-agents-recursive-delegation/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/claude-code-by-agents-recursive-delegation/rep0/result.json,claude-code-by-agents-recursive-delegation,baseline-qwen36-27b,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,typescript,feature_request,0,0.8157894736842105,4013169,62,72,729.5,0,False,,0,58779,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/claude-code-by-agents-recursive-delegation/rep0/session/2026-07-10T02-49-52-165Z_019f49ee-7525-716d-a9e6-38c655442836.jsonl,443039,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/claude-code-by-agents-recursive-delegation/rep1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/claude-code-by-agents-recursive-delegation/rep1/result.json,claude-code-by-agents-recursive-delegation,baseline-qwen36-27b,1,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,typescript,feature_request,0,0.8157894736842105,5653877,76,83,1089.7,0,False,,0,33121,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/claude-code-by-agents-recursive-delegation/rep1/session/2026-07-10T03-02-04-710Z_019f49f9-a2a6-7052-abe7-abb01eacd2b8.jsonl,468728,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/claude-code-by-agents-recursive-delegation/rep2,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/claude-code-by-agents-recursive-delegation/rep2/result.json,claude-code-by-agents-recursive-delegation,baseline-qwen36-27b,2,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,typescript,feature_request,0,0.8157894736842105,4439877,67,76,1276.1,0,False,,0,39530,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/claude-code-by-agents-recursive-delegation/rep2/session/2026-07-10T03-16-43-187Z_019f4a07-0a33-7023-b66e-83969f0a5dc9.jsonl,502726,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/dateutil-rfc5545-timezone-interop/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/dateutil-rfc5545-timezone-interop/rep0/result.json,dateutil-rfc5545-timezone-interop,baseline-qwen36-27b,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,python,enhancement,0,0.9966698382492863,5717740,88,91,1365.5,0,False,,0,56877,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/dateutil-rfc5545-timezone-interop/rep0/session/2026-07-10T00-14-07-708Z_019f495f-df5c-7650-82b5-05be88964883.jsonl,462812,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/dateutil-rfc5545-timezone-interop/rep1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/dateutil-rfc5545-timezone-interop/rep1/result.json,dateutil-rfc5545-timezone-interop,baseline-qwen36-27b,1,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,python,enhancement,0,0.994291151284491,6953692,102,103,1541.6,0,False,,0,46938,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/dateutil-rfc5545-timezone-interop/rep1/session/2026-07-10T00-19-03-382Z_019f4964-6256-7464-ba73-1659fcb1d341.jsonl,694453,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/dateutil-rfc5545-timezone-interop/rep2,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/dateutil-rfc5545-timezone-interop/rep2/result.json,dateutil-rfc5545-timezone-interop,baseline-qwen36-27b,2,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,python,enhancement,0,0.9914367269267365,4056431,64,66,1179.7,0,False,,0,56958,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/dateutil-rfc5545-timezone-interop/rep2/session/2026-07-10T00-36-59-180Z_019f4974-ccac-7349-8b7f-559c17e1c4b2.jsonl,605791,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/go-critic-doc-link-checker/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/go-critic-doc-link-checker/rep0/result.json,go-critic-doc-link-checker,baseline-qwen36-27b,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,go,feature_request,0,0.8947368421052632,9927789,157,183,1866.9,0,False,,0,19593,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/go-critic-doc-link-checker/rep0/session/2026-07-10T03-20-17-376Z_019f4a0a-4ee0-7e73-8bae-187bc5db6c38.jsonl,553561,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/go-critic-doc-link-checker/rep1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/go-critic-doc-link-checker/rep1/result.json,go-critic-doc-link-checker,baseline-qwen36-27b,1,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,go,feature_request,0,0.8947368421052632,5161844,106,125,1360.9,0,False,,0,24517,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/go-critic-doc-link-checker/rep1/session/2026-07-10T03-38-02-054Z_019f4a1a-8dc6-7318-bda7-9a5928fc556a.jsonl,406670,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/go-critic-doc-link-checker/rep2,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/go-critic-doc-link-checker/rep2/result.json,go-critic-doc-link-checker,baseline-qwen36-27b,2,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,go,feature_request,0,0.8947368421052632,6466497,120,147,1580.7,0,False,,0,20372,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/go-critic-doc-link-checker/rep2/session/2026-07-10T03-51-33-201Z_019f4a26-ee51-7870-af9d-a741892ba7f8.jsonl,473222,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/goreleaser-retry-publish-auditing/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/goreleaser-retry-publish-auditing/rep0/result.json,goreleaser-retry-publish-auditing,baseline-qwen36-27b,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,go,feature_request,0,0.6206896551724138,7512219,88,98,1707.3,0,False,,0,45590,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/goreleaser-retry-publish-auditing/rep0/session/2026-07-10T07-22-47-936Z_019f4ae8-5500-7790-af9e-9f6f7533aa6c.jsonl,621450,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/goreleaser-retry-publish-auditing/rep1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/goreleaser-retry-publish-auditing/rep1/result.json,goreleaser-retry-publish-auditing,baseline-qwen36-27b,1,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,go,feature_request,0,0.5344827586206896,11967332,158,163,1585.7,0,False,,0,37220,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/goreleaser-retry-publish-auditing/rep1/session/2026-07-10T07-24-45-231Z_019f4aea-1f2f-7e0c-9a11-f7986a650dc6.jsonl,683521,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/goreleaser-retry-publish-auditing/rep2,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/goreleaser-retry-publish-auditing/rep2/result.json,goreleaser-retry-publish-auditing,baseline-qwen36-27b,2,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,go,feature_request,0,0.9655172413793104,6786423,68,77,1762.6,0,False,,0,45806,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/goreleaser-retry-publish-auditing/rep2/session/2026-07-10T07-51-39-364Z_019f4b02-c064-7231-bc72-27c5f47456c3.jsonl,642197,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/langchain-request-coalescing/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/langchain-request-coalescing/rep0/result.json,langchain-request-coalescing,baseline-qwen36-27b,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,python,feature_request,-1,0.0,2066616,44,53,5400.1,timeout,True,,timeout,42134,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/langchain-request-coalescing/rep0/session/2026-07-10T00-44-51-231Z_019f497c-009f-78ab-a8c9-44b9714636d5.jsonl,421705,,True,True,False,False,True,False,agent_timeout
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/langchain-request-coalescing/rep1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/langchain-request-coalescing/rep1/result.json,langchain-request-coalescing,baseline-qwen36-27b,1,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,python,feature_request,0,0.9858156028368794,4054506,72,79,867.7,0,False,,0,79435,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/langchain-request-coalescing/rep1/session/2026-07-10T00-56-45-915Z_019f4986-e85b-7a3a-9114-593ff53fe13f.jsonl,442212,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/langchain-request-coalescing/rep2,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/langchain-request-coalescing/rep2/result.json,langchain-request-coalescing,baseline-qwen36-27b,2,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,python,feature_request,-1,0.0,884063,35,43,5400.2,timeout,True,,timeout,41902,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/langchain-request-coalescing/rep2/session/2026-07-10T01-11-41-594Z_019f4994-931a-77be-844d-c20ccebd61ca.jsonl,188765,,True,True,False,False,True,False,agent_timeout
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/mobly-grouped-test-barriers/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/mobly-grouped-test-barriers/rep0/result.json,mobly-grouped-test-barriers,baseline-qwen36-27b,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,python,feature_request,-1,0.0,1372182,25,33,5400.1,timeout,True,,timeout,62418,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/mobly-grouped-test-barriers/rep0/session/2026-07-10T04-00-54-032Z_019f4a2f-7d10-7b0d-a8bf-9fbe96c97360.jsonl,432983,,True,True,False,False,True,False,agent_timeout
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/mobly-grouped-test-barriers/rep1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/mobly-grouped-test-barriers/rep1/result.json,mobly-grouped-test-barriers,baseline-qwen36-27b,1,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,python,feature_request,-1,0.0,4563293,66,75,775.6,0,False,,timeout,58669,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/mobly-grouped-test-barriers/rep1/session/2026-07-10T04-18-01-299Z_019f4a3f-29d3-7f56-a3e5-41eb96882140.jsonl,645030,,True,True,False,False,True,False,verifier_timeout
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/mobly-grouped-test-barriers/rep2,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/mobly-grouped-test-barriers/rep2/result.json,mobly-grouped-test-barriers,baseline-qwen36-27b,2,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,python,feature_request,0,0.9729425028184893,4206918,58,66,784.2,0,False,,0,42317,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/mobly-grouped-test-barriers/rep2/session/2026-07-10T05-05-57-686Z_019f4a6b-0db6-7722-b183-f67dbdf4d73f.jsonl,529251,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/obsidian-linter-link-format-conversion/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/obsidian-linter-link-format-conversion/rep0/result.json,obsidian-linter-link-format-conversion,baseline-qwen36-27b,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,typescript,feature_request,0,0.9907640638119227,6868469,82,91,1531.5,0,False,,0,35113,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/obsidian-linter-link-format-conversion/rep0/session/2026-07-09T23-16-21-252Z_019f492a-fa84-7300-a902-879a198616b4.jsonl,554164,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/obsidian-linter-link-format-conversion/rep1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/obsidian-linter-link-format-conversion/rep1/result.json,obsidian-linter-link-format-conversion,baseline-qwen36-27b,1,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,typescript,feature_request,0,0.9991603694374476,5661374,80,89,1145.1,0,False,,0,35550,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/obsidian-linter-link-format-conversion/rep1/session/2026-07-09T23-23-12-689Z_019f4931-41b1-741e-9653-505e8c48f84b.jsonl,473745,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/obsidian-linter-link-format-conversion/rep2,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/obsidian-linter-link-format-conversion/rep2/result.json,obsidian-linter-link-format-conversion,baseline-qwen36-27b,2,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,typescript,feature_request,0,0.9991603694374476,3186231,48,57,826.3,0,False,,0,34469,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/obsidian-linter-link-format-conversion/rep2/session/2026-07-09T23-42-08-091Z_019f4942-94db-7975-8ecb-e9590ec3f2f7.jsonl,435745,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/participle-grammar-conflict-analysis/rep0,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/participle-grammar-conflict-analysis/rep0/result.json,participle-grammar-conflict-analysis,baseline-qwen36-27b,0,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,go,feature_request,0,0.9877049180327869,3585606,65,74,1086.8,0,False,,0,35163,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/participle-grammar-conflict-analysis/rep0/session/2026-07-09T23-42-32-712Z_019f4942-f508-75ed-b60f-dc6ef635368f.jsonl,373784,,True,True,True,True,True,False,eligible
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/participle-grammar-conflict-analysis/rep1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/participle-grammar-conflict-analysis/rep1/result.json,participle-grammar-conflict-analysis,baseline-qwen36-27b,1,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,go,feature_request,0,0.6844262295081968,6037814,101,111,1366.3,0,False,,0,43514,1,/home/will/evals/deep-swe-bench/results/Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/participle-grammar-conflict-analysis/rep1/session/2026-07-09T23-56-07-084Z_019f494f-622c-7e1d-91a4-cb60ac925283.jsonl,421602,,True,True,True,True,True,False,eligible
